U+3400	㐀	qiū;jau1;null;null;null	⿱卝一
U+23922	𣤢	xì;null;null;null;null	⿰⿰⿱車凵⿱𠘧又[GT]欠
U+23928	𣤨	huò;null;null;null;null	⿰⿱⿻十丨[GJ]⿱隹又[GTJ]欠
U+23929	𣤩	chì;null;null;null;null	⿰⿱⿰⿹𠃌冫⿹𠃌冫[GTJV]隹欠
U+2392A	𣤪	yì;null;null;null;null	⿰⿱⿰⿹𠃌冫⿹𠃌冫[GTJV]⿱人⿻⿱一⿱十一丷欠
U+2392F	𣤯	shú;null;null;null;null	⿰⿱⿱十一⿱罒⿱目八欠
U+23930	𣤰	yuè;null;null;null;null	⿰⿱⿲⿰②丶白⿰②丶木[GJK]欠
U+23931	𣤱	chán;null;null;null;null	⿰⿱⿱⿱𠂊口比⿷⿱𠂊⑤[GTK]丶[GTJV]欠
U+23932	𣤲	è;null;null;null;null	⿰⿱⿻干⿱⿰口口⿰口口一欠
U+23933	𣤳	xī;null;null;null;null	⿰⿱⿱十⿴且一[GT]⿰彳皮欠
U+23934	𣤴	xī;null;null;null;null	⿰⿰⿸⿸⿱⺊②⿻㇀乚豆⿻⿺⿻一乚丶丿欠
U+23935	𣤵	yǐng;null;null;null;null	⿰⿱⿰⿱目八⿱目八女欠
U+23936	𣤶	zú;null;null;null;null	⿰⿱⿱⿱十一⿰丿乚黽欠
U+23937	𣤷	zā;null;null;null;null	⿰⿳士⿰㠯㠯木欠
U+2393A	𣤺	zā;null;null;null;null	⿰⿳⿱十一罒⿰目目欠
U+23942	𣥂	tà;null;null;null;null	𣥂
U+23943	𣥃	wàn;null;null;null;null	⿰止乚
U+23947	𣥇	xìn;null;null;null;null	⿰止⿹⺄十
U+2394A	𣥊	wàng;null;null;null;null	⿰⿱⿱丶一[GTK]𠃊止
U+2394B	𣥋	fǔ;null;null;null;null	⿱⿱丿⿺止一一
U+23950	𣥐	lǔ;null;null;null;null	⿱止⿰人人
U+2395E	𣥞	jiǎn;null;null;null;null	⿰止井
U+23961	𣥡	yán;null;null;null;null	⿰止⿱丿⿻⿱一一乚
U+23963	𣥣	bì;null;null;null;null	⿰止皮
U+23964	𣥤	kěn;null;null;null;null	⿱止田
U+23965	𣥥	guàn;null;null;null;null	⿱⿰止⿺乚丿[GJ]⿱丿十
U+23968	𣥨	zī;null;null;null;null	⿱⿰止⿺乚丿[GJ]及
U+2396E	𣥮	kuǐ;null;null;null;null	⿱止⿱⿱十一⿱十一
U+2396F	𣥯	zhǒu;null;null;null;null	⿱止⿸𠂇月
U+23970	𣥰	zhì;null;null;null;null	⿱止⿰亻⿱⺊又
U+23971	𣥱	null;null;null;null;trải	⿰止⿻一史
U+23973	𣥳	tú;null;null;null;null	⿱⿱⿱人一朩止
U+23977	𣥷	tà;null;null;null;null	⿳止夂⿻口丨
U+23979	𣥹	chù;null;null;null;null	⿰止⿰⿱⿱⺊一小又
U+2397A	𣥺	chēng;null;null;null;null	⿱⿱⿱⺌冖口止
U+2397B	𣥻	chěng;null;null;null;null	⿰止⿳⿱十一八夂[G]
U+2397C	𣥼	zhù;null;null;null;null	⿱止⿶凵⿰口口
U+2397E	𣥾	dà;null;null;null;null	⿰止⿱⿲㇇亅⿺乀丿日
U+23986	𣦆	null;null;null;null;trải	⿰⿸厂止⿻一史
U+23987	𣦇	bì;null;null;null;null	⿰止⿳𠂉日夂[G]
U+23989	𣦉	jiǎ;null;null;null;null	⿱止⿱⿱小丿目
U+2398C	𣦌	yì;null;null;null;null	⿱止⿱⿰②③⿱一⿻一人
U+2398D	𣦍	null;null;null;null;ngay	⿰⿱宀且⿱一止
U+2398E	𣦎	null;null;null;null;thẳng	⿰⿱一止⿱⺌⿵冂口
U+2398F	𣦏	yuè;null;null;null;null	⿹⿹⿶⿺⿻一乚丶一止⿻廿丨
U+23990	𣦐	gāng;null;null;null;null	⿱止⿱罒⿱一止
U+23993	𣦓	null;null;null;null;giêng	⿰⿱一止⿱⺊⿱目八
U+23996	𣦖	gān;null;null;null;null	⿰⿱⺊⿱日十⿱止𣥂
U+2399B	𣦛	null;null;null;null;thẳng	⿰⿰亻⿱⺌⿵冂口[GTV]⿱一止
U+2399C	𣦜	qiāo;null;null;null;null	⿰止⿱⿱⿱丿⿻一人口⿵冂口
U+239A0	𣦠	chú;null;null;null;null	⿰止⿸尸⿸耂日[GTJ]
U+239A1	𣦡	chú;null;null;null;null	⿰止⿱⿻十丨[GJ]⿸耂日[GTJ]
U+239A2	𣦢	bì;null;null;null;null	⿱⿰⿸尸口⿱⿱⿱⿱丶一[GTK]丷一十止
U+239A6	𣦦	guì;null;null;null;null	⿰⿱止⿵⿵戊一𣥂目
U+239A9	𣦩	gǔ;null;null;null;null	⿱止⿰⿱十豆皮
U+239AA	𣦪	bǐng;null;null;null;null	⿱⿲⿱又又臣⿱又又止
U+239AB	𣦫	yìn;null;null;null;null	⿺⿱止⿵⿵戊一𣥂⿰③卩
U+239AC	𣦬	zhuì;null;null;null;null	⿺⿱止⿵⿵戊一𣥂⿱⿻凵丨[GTK]凵
U+239AD	𣦭	gǔ;null;null;null;null	⿱⿱止⿵⿵戊一𣥂⿰山山
U+239AE	𣦮	null;null;null;null;tuổi	⿰⿱⿱⿱丶一[GTK]⿰人人十⿱止⿵⿵戊一𣥂
U+239AF	𣦯	lì;null;null;null;null	⿱⿸⿸厂⿰⿱丿木⿱丿木⿱厶⿰厶厶止
U+239B0	𣦰	null;null;null;null;trải	⿰⿸⿸厂⿰⿱丿木⿱丿木止⿻一史
U+239B5	𣦵	è;null;null;null;null	⿱⺊⿵冂一
U+239B6	𣦶	dǎi;null;null;null;null	𣦶
U+239BC	𣦼	cán;null;null;null;null	⿰⿱⺊⿴𠂊丶又
U+239C2	𣧂	tì;laai5;null;null;null	⿰⿱一⿴𠂊丶⿻一人
U+239C3	𣧃	dù;null;null;null;null	⿰⿱一⿴𠂊丶⿱丿⿻㇀乚
U+239C4	𣧄	yì;null;null;null;null	⿱⿲𡿨𡿨𡿨⿱一⿴𠂊丶
U+239C8	𣧈	dié;null;null;null;null	⿰⿱一⿴𠂊丶山
U+239CA	𣧊	niǔ;null;null;null;null	⿰⿱一⿴𠂊丶丑
U+239CC	𣧌	xuè;null;null;null;null	⿰⿱一⿴𠂊丶⿻⿺⿻一乚丶丿
U+239CD	𣧍	nè;null;null;null;null	⿰⿱一⿴𠂊丶⿻冂入
U+239CE	𣧎	guì;null;null;null;null	⿰⿱一⿴𠂊丶⿻𠃍⿻一人
U+239CF	𣧏	kǎo;null;null;null;null	⿰⿱一⿴𠂊丶⿱⺊又
U+239D2	𣧒	chuǎn;null;null;null;null	⿰⿱一⿴𠂊丶⿻⿱一丨𠃋
U+239D6	𣧖	zhá;null;null;null;null	⿰⿱一⿴𠂊丶⿱小乀[GK]
U+239D7	𣧗	yóu;null;null;null;null	⿰⿱一⿴𠂊丶⿺尢丶
U+239D9	𣧙	bài;null;null;null;null	⿰⿱一⿴𠂊丶手
U+239DA	𣧚	shí;null;null;null;null	⿰月⿱一⿴𠂊丶
U+239DB	𣧛	diàn;null;null;null;null	⿰⿱一⿴𠂊丶⿱八人
U+239DC	𣧜	pā;null;null;null;null	⿰⿱一⿴𠂊丶巴
U+239DD	𣧝	qiú;null;null;null;null	⿰⿱一⿴𠂊丶⿴囗人
U+239E1	𣧡	xuè;null;null;null;null	⿰⿱一⿴𠂊丶戉
U+239E3	𣧣	mò;null;null;null;null	⿰⿱一⿴𠂊丶末
U+239E4	𣧤	kē;null;null;null;null	⿰⿱一⿴𠂊丶⿹⿱一亅口
U+239E5	𣧥	yǒu;null;null;null;null	⿰⿱一⿴𠂊丶⿰⿰②丶⿻丿𠃌
U+239E6	𣧦	jiǎo;null;null;null;null	⿰⿱一⿴𠂊丶⿸𠂇巾
U+239E7	𣧧	bó;null;null;null;null	⿰⿱一⿴𠂊丶⿺⿸𠂇又丶[G]
U+239EC	𣧬	xiǔ;null;null;null;null	⿰⿱一⿴𠂊丶⿹勹口
U+239F2	𣧲	mǐ;null;null;null;null	⿰⿱一⿴𠂊丶米
U+239F3	𣧳	luò;null;null;null;null	⿰⿱一⿴𠂊丶⿱夂口
U+239F5	𣧵	xuè;null;null;null;null	⿰⿱一⿴𠂊丶⿵戊一
U+239F7	𣧷	duò;null;null;null;null	⿰⿱一⿴𠂊丶⿱几木[GK]
U+239F9	𣧹	èr;null;null;null;null	⿰⿱一⿴𠂊丶耳
U+239FA	𣧺	shān;null;null;null;null	⿰歹⿻⿵冂⿰丨丨⿱一一
U+239FC	𣧼	kuì;null;null;null;null	⿰⿱一⿴𠂊丶⿸⿱𠂊厂㔾
U+239FD	𣧽	nào;null;null;null;null	⿰⿱一⿴𠂊丶⿱⿲𡿨𡿨𡿨山
U+239FE	𣧾	miǎn;null;null;null;null	⿰⿱一⿴𠂊丶艮
U+239FF	𣧿	lì;null;null;null;null	⿰⿱一⿴𠂊丶⿰⿱一⿴𠂊丶刂
U+23A00	𣨀	luàn;null;null;null;null	⿱⿱一③⿸⿱一⿴𠂊丶⿺乚丿[GJ]
U+23A02	𣨂	dié;null;null;null;null	⿰⿱一⿴𠂊丶⿱⿱一厶⿱十一
U+23A04	𣨄	qià;null;null;null;null	⿰⿱⺊⿴𠂊丶⿱⿱人一口
U+23A05	𣨅	lèi;null;null;null;null	⿰⿱一⿴𠂊丶⿱⿱丿𭕄[G]寸
U+23A07	𣨇	mào;null;null;null;null	⿰⿱一⿴𠂊丶丣
U+23A09	𣨉	hēng;null;null;null;null	⿰⿱一⿴𠂊丶⿳⿱丶一[GTK]口⿱乛亅
U+23A0A	𣨊	chè;null;null;null;null	⿰⿱一⿴𠂊丶⿰扌片
U+23A0B	𣨋	zhì;null;null;null;null	⿰⿱一⿴𠂊丶⿰扌⿸𠂆⿱一丨
U+23A0D	𣨍	gǔ;null;null;null;null	⿰⿱一⿴𠂊丶角
U+23A0E	𣨎	cuō;null;null;null;null	⿰⿱一⿴𠂊丶⿻⿱十一⿰人人
U+23A13	𣨓	wù;null;null;null;null	⿰⿱一⿴𠂊丶⿱𠂒口
U+23A14	𣨔	tào;null;null;null;null	⿰⿱一⿴𠂊丶⿰亻白
U+23A15	𣨕	null;null;null;null;giã	⿰⿱一⿴𠂊丶⿳口丿口
U+23A17	𣨗	xī;null;null;null;null	⿱⿰木⿸𠂆⿱一丨⿱一⿴𠂊丶
U+23A18	𣨘	yāo;null;null;null;null	⿰⿱一⿴𠂊丶⿱⿻十丨[GJ]⿱丿⿻一人
U+23A19	𣨙	wěi;null;null;null;null	⿰⿱一⿴𠂊丶⿱⿱丿木女
U+23A1B	𣨛	zú;null;null;null;null	⿰⿱一⿴𠂊丶⿱⿱⿱丶一[GTK]⿰人人十
U+23A1C	𣨜	mà;null;null;null;null	⿰⿱一⿴𠂊丶⿱亠⿰亻⿴夂丶
U+23A1D	𣨝	yǔ;null;null;null;null	⿰⿱一⿴𠂊丶⿰⿱亠⿰丿𠃌⿱人⿱丶丶
U+23A1E	𣨞	pěng;null;null;null;null	⿰⿱一⿴𠂊丶⿱𡗗⿻⿱一一丨
U+23A1F	𣨟	yì;null;null;null;null	⿰⿱一⿴𠂊丶⿱日⿹勹⿱丿丿
U+23A20	𣨠	qìn;null;null;null;null	⿰⿱一⿴𠂊丶⿱⿻十丨[GJ]心
U+23A21	𣨡	yuè;null;null;null;null	⿰⿱一⿴𠂊丶⿱丘山
U+23A22	𣨢	juè;null;null;null;null	⿰⿱一⿴𠂊丶⿸尸⿱⿻凵丨[GTK]凵
U+23A23	𣨣	jiàng;null;null;null;null	⿰⿱一⿴𠂊丶⿳⿱丶一[GTK]口小
U+23A24	𣨤	xù;null;null;null;null	⿰⿱一⿴𠂊丶⿹戈⿱口一
U+23A25	𣨥	bēng;null;null;null;null	⿰⿱一⿴𠂊丶⿰月月
U+23A27	𣨧	null;null;null;null;giuộc	⿰⿱一⿴𠂊丶⿱⿻一厶[GT]月[GJK]
U+23A2A	𣨪	luǒ;null;null;null;null	⿰⿱一⿴𠂊丶⿻日木
U+23A2B	𣨫	zhuī;null;null;null;null	⿰⿱一⿴𠂊丶隹
U+23A2D	𣨭	null;null;null;null;quàn	⿰⿱一⿴𠂊丶⿱宀㠯
U+23A2E	𣨮	null;null;null;null;giẫm	⿰⿱一⿴𠂊丶⿱⿱丿𭕄[G]⿱丿⿱十一[GKV][G]
U+23A30	𣨰	null;null;null;null;thác	⿱⿰扌⿱丿⿻㇀乚⿸⿱一⿴𠂊丶⿺乚丿[GJ]
U+23A32	𣨲	dù;null;null;null;null	⿰⿱一⿴𠂊丶⿸广⿱廿又
U+23A33	𣨳	xiàng;null;null;null;null	⿰⿱一⿴𠂊丶⿰⿱⿱⿻十丨一八阝
U+23A36	𣨶	huì;null;null;null;null	⿰⿱一⿴𠂊丶⿱彑𧰨
U+23A3A	𣨺	gǔ;null;null;null;null	⿰⿱一⿴𠂊丶⿱⑤月[G]
U+23A3B	𣨻	kǎo;null;null;null;null	⿱⿳⿱丶一[GTK]口冖⿸⿱一⿴𠂊丶⿺乚丿[GJ]
U+23A3E	𣨾	xīng;null;null;null;null	⿰⿱一⿴𠂊丶⿱日生
U+23A3F	𣨿	hún;null;null;null;null	⿰⿱一⿴𠂊丶⿱冖車
U+23A40	𣩀	biān;null;null;null;null	⿰⿱一⿴𠂊丶⿸⿱丶尸⿵冂⿻十丨[G]
U+23A41	𣩁	null;null;null;null;chết	⿱⿸⿱一⿴𠂊丶⿺乚丿[GJ]⿰扌⿸𠂆⿱一丨
U+23A42	𣩂	null;null;null;null;chết	⿱⿰扌⿸𠂆⿱一丨⿸⿱一⿴𠂊丶⿺乚丿[GJ]
U+23A44	𣩄	kè;null;null;null;null	⿰⿱一⿴𠂊丶⿱⿱⿱十一厶皿
U+23A45	𣩅	kǎo;null;null;null;null	⿰⿱一⿴𠂊丶⿳⿱丶一[GTK]口⿵冂口
U+23A48	𣩈	cuó;null;null;null;null	⿰⿱一⿴𠂊丶⿸⿱䒑⿻⿱一一丨工[G]
U+23A4F	𣩏	lù;null;null;null;null	⿰⿱一⿴𠂊丶⿸⿸广⿻コ⿰丨丨比
U+23A51	𣩑	zuì;null;null;null;null	⿰⿱一⿴𠂊丶⿱山隹
U+23A52	𣩒	zāo;null;null;null;null	⿰⿱一⿴𠂊丶⿱⿻一曲日
U+23A53	𣩓	jiǎo;null;null;null;null	⿰⿱一⿴𠂊丶⿱⿲𡿨𡿨𡿨⿻日木
U+23A54	𣩔	guàn;null;null;null;null	⿰⿱一⿴𠂊丶⿱毌⿱目八
U+23A59	𣩙	yān;null;null;null;null	⿰⿱一⿴𠂊丶⿱正⿹②灬
U+23A5A	𣩚	ér;null;null;null;null	⿰⿱一⿴𠂊丶⿰耳⿱⺊口
U+23A5C	𣩜	qíng;null;null;null;null	⿰⿱一⿴𠂊丶⿱⿱⿱⿱⿱丶一[GTK]丷一日⿰丿乚
U+23A5F	𣩟	dèng;null;null;null;null	⿰⿱一⿴𠂊丶⿱⿰②③豆
U+23A60	𣩠	sì;null;null;null;null	⿰⿱一⿴𠂊丶⿰⿱⿱⑤一八⿸𠂆⿱一丨
U+23A61	𣩡	suì;null;null;null;null	⿰⿱一⿴𠂊丶⿱日⿰耳又[GV][GJK]
U+23A62	𣩢	liào;null;null;null;null	⿰⿱一⿴𠂊丶⿱⿱⿻⿻一人丷日小
U+23A66	𣩦	null;null;null;null;ngoéo	⿰⿱一⿴𠂊丶⿱⿱⿱十一⿰⿱十一⿱十一⿱一⿰丿乚
U+23A67	𣩧	shàn;null;null;null;null	⿰⿱一⿴𠂊丶⿱⿱⿱䒑⿻⿱一一丨⿱丷一口[GJK]
U+23A69	𣩩	bì;null;null;null;null	⿱⿰⿸尸口⿱⿱⿱⿱丶一[GTK]丷一十⿱一⿴𠂊丶
U+23A6A	𣩪	wèi;null;null;null;null	⿰⿱一⿴𠂊丶⿱止⿵⿵戊一𣥂
U+23A6B	𣩫	yè;null;null;null;null	⿰⿱一⿴𠂊丶⿱⿱④一⿱⿱丷一未
U+23A6D	𣩭	zhài;null;null;null;null	⿱⿰谷欠⿸⿱一⿴𠂊丶⿺乚丿[GJ]
U+23A6F	𣩯	yé;null;null;null;null	⿰⿱一⿴𠂊丶⿱日⿱⿰⿰②丶⿰②丶灬
U+23A70	𣩰	diào;null;null;null;null	⿰⿱一⿴𠂊丶⿱⿰⿹𠃌冫⿹𠃌冫[GTJV]隹
U+23A71	𣩱	ài;null;null;null;null	⿰⿱一⿴𠂊丶⿱⿻十丨[GJ]⿱⿱⿱十一厶皿
U+23A74	𣩴	jiàng;null;null;null;null	⿱⿰弓⿱口虫⿸⿱一⿴𠂊丶⿺乚丿[GJ]
U+23A77	𣩷	sū;null;null;null;null	⿰⿱一⿴𠂊丶⿱⿻十丨[GJ]⿳𠂊田灬
U+23A78	𣩸	null;null;null;null;toi	⿱⿰⿸⿱一丿口⿱⿱⿱丶一[GTK]⿰人人十⿸⿱一⿴𠂊丶⿺乚丿[GJ]
U+23A79	𣩹	huài;null;null;null;null	⿰⿱一⿴𠂊丶⿳⿱丶一[GTK]⿱罒⑤[GT]𧘇[GT]
U+23A7A	𣩺	yù;null;null;null;null	⿱⿶⿱⿰③彐冖⿵⿵冂一口⿸⿱一⿴𠂊丶⿺乚丿[GJ]
U+23A7D	𣩽	rǎng;null;null;null;null	⿰⿱一⿴𠂊丶⿳亠⿱⿰口口⿱井一𧘇
U+23A80	𣪀	diān;null;null;null;null	⿰⿱一⿴𠂊丶⿰⿱十⿱⿴且一八[GTKV]頁
U+23A81	𣪁	zuān;null;null;null;null	⿰⿱一⿴𠂊丶⿱⿰⿱𠂒⿰丿乚⿱𠂒⿰丿乚⿱目八
U+23A82	𣪂	bān;null;null;null;null	⿰丹⿱𠘧又[GT]
U+23A84	𣪄	qín;null;null;null;null	⿰欠⿱𠘧又[GT]
U+23A87	𣪇	jiā;null;null;null;null	⿰⿱十口⿱𠘧又[GT]
U+23A89	𣪉	pí;null;null;null;null	⿰⿱口尸⿱𠘧又[GT]
U+23A8C	𣪌	tóu;null;null;null;null	⿰豆⿱𠘧又[GT]
U+23A90	𣪐	chóu;null;null;null;null	⿰⿱⿹𠃍コ⿷匚匚⿱𠘧又[GT]
U+23A95	𣪕	guǐ;null;null;null;null	⿰⿱白厶⿱𠘧又[GT]
U+23AA0	𣪠	jī;null;null;null;null	⿰⿱車凵⿱𠘧又[GT]
U+23AA7	𣪧	null;jan1;null;null;null	⿰⿱白⿱亠⿰丿𠃌⿱𠘧又[GT]
U+23AA8	𣪨	xuè;null;null;null;null	⿰⿱⿳⿱十一冖一⿻一人⿱𠘧又[GT],⿰⿳⿱十一冖⿱一⿻一人⿱𠘧又[GT]
U+23AAA	𣪪	diàn;null;null;null;null	⿰⿸疒⿱一口⿱𠘧又[GT]
U+23AAD	𣪭	biàn;null;null;null;null	⿰⿱龶目⿱𠘧又[GT]
U+23AAE	𣪮	zǎi;null;null;null;null	⿰⿱宀⿱⿱⿱⿱丶一[GTK]丷一十⿱𠘧又[GT]
U+23AAF	𣪯	tóng;null;null;null;null	⿰⿱宀⿳口丿口⿱𠘧又[GT]
U+23AB6	𣪶	shǎn;null;null;null;null	⿰⿱⿱⿱厶⿰厶厶人彡⿱𠘧又[GT]
U+23AB8	𣪸	gù;null;null;null;null	⿰⿳⿱十一冖⿱⿱丿十口[GJK]⿱𠘧又[GT][G],⿰⿱⿳⿱十一冖一⿱十口⿱𠘧又[GT][T]
U+23AB9	𣪹	què;null;null;null;null	⿰⿱⿳⿱十一冖一⿱⿻凵丨[GTK]凵⿱𠘧又[GT]
U+23AC0	𣫀	gǔ;null;null;null;null	⿰⿳⿱十一冖⿱𠂒口⿱𠘧又[GT]
U+23AC8	𣫈	hú;null;null;null;null	⿰⿳⿱十一冖酉⿱𠘧又[GT]
U+23AC9	𣫉	kuǎi;null;null;null;null	⿱⿰⿱⿳⿱十一冖一⿱丿木⿱𠘧又[GT][GTK]⿹𠄎丿
U+23ACC	𣫌	gòu;null;null;null;null	⿰⿱⿳⿱十一冖一⿱⿱丿𭕄[G]子⿱𠘧又[GT]
U+23ACE	𣫎	sù;null;null;null;null	⿰⿱⿳⿱十一冖一束⿱𠘧又[GT]
U+23AD0	𣫐	chóu;null;null;null;null	⿰⿳⿳⿱十一乛工一⿰口寸⿱𠘧又[GT]
U+23AD2	𣫒	kēng;null;null;null;null	⿱⿰⿱⿱十一𠃜⿱𠘧又[GT]⿳一⿲𡿨𡿨𡿨工
U+23AD4	𣫔	dū;null;null;null;null	⿰⿱⿳⿱十一冖一⿻⿱一𧰨丶⿱𠘧又[GT]
U+23AD5	𣫕	null;null;null;null;đền	⿱田⿰⿸尸⿱⿱⿻十丨一八⿱𠘧又[GT]
U+23AD9	𣫙	yì;null;null;null;null	⿱⿰⿱⿱十一𠃜⿱𠘧又[GT]⿱日木[GJK]
U+23ADB	𣫛	null;ai6,ngai6;null;null;null	⿰⿱⿳⿱丶一[GTK]④冖⿱一𧰨⿱𠘧又[GT],⿰⿱⿳⿱丶一[GTK]口冖⿱一𧰨⿱𠘧又[GT][X]
U+23ADC	𣫜	dào;null;null;null;null	⿱⿰⿱⿱十一𠃜⿱𠘧又[GT]⿱⺊⿱日十
U+23ADD	𣫝	qiāng;null;null;null;null	⿱⿰⿱⿱十一𠃜⿱𠘧又[GT]⿱⿱宀八工
U+23AE3	𣫣	lóng;null;null;null;null	⿱⿰⿱⿱十一𠃜⿱𠘧又[GT]⿱⿱⿱⿻十丨一八虫
U+23AE5	𣫥	lí;null;null;null;null	⿱⿰⿷匚⿱𠂉⿻一人[GJK]⿱𠘧又[GT]⿸广隶
U+23AE7	𣫧	lì;null;null;null;null	⿰⿱⿻十丨[GJ]⿸⿸厂⿰⿱丿木⿱丿木止⿱𠘧又[GT]
U+23AE8	𣫨	qīng;null;null;null;null	⿱殸⿳⿱人一罒皿
U+23AEA	𣫪	wēi;null;null;null;null	⿱⿰⿱⿳⿱十一冖一⿱丿木⿱𠘧又[GT][GTK]⿱⿱人一⿱⿴囗⺌日
U+23AEC	𣫬	móu;null;null;null;null	𣫬
U+23AEE	𣫮	null;hou2;null;null;null	⿱子母
U+23AF1	𣫱	qì;null;null;null;null	⿱⿱⿱一一厶母
U+23AF2	𣫲	null;null;null;null;đừng	⿱母⿰亻⿱一亅
U+23AF3	𣫳	jiǎng;null;null;null;null	⿱毋⿻⿵冂⿰丨丨一
U+23AF4	𣫴	xié;null;null;null;null	⿱⿱⿱十一⿱十一母
U+23AF7	𣫷	null;null;null;null;vắn	⿰⿱𠂉母⿱丷⿻⿱一一丨[GTJV]
U+23AF9	𣫹	dài;null;null;null;null	⿰甲⿱龶母[GK]
U+23AFA	𣫺	null;juk6;null;null;null	⿰⿱𠂉母⿱⿻一厶[GT]月[GJK]
U+23AFB	𣫻	lóu;null;null;null;null	⿳毌⿻⿻口丨木女
U+23B02	𣬂	guàn;null;null;null;null	⿱比干
U+23B06	𣬆	péi;null;null;null;null	⿱比⿸𠂆又[G]
U+23B09	𣬉	pí;null;null;null;null	⿱⿴⿱丿囗㐅比
U+23B0B	𣬋	juàn;null;null;null;null	⿱𠂊⿱罒比
U+23B0D	𣬍	bēi;null;null;null;null	⿰⿱⿻十丨[GJ]田比
U+23B0E	𣬎	jué;null;null;null;null	⿱⿱⿱𠂊口比⿻𠃍⿻一人
U+23B0F	𣬏	juàn;null;null;null;null	⿱⿰③⿺乚丿[GJ]⿱罒比
U+23B10	𣬐	shì;null;null;null;null	⿱⿱⿱𠂊口比史
U+23B15	𣬕	xiě;null;null;null;null	⿱⿱⿱𠂊口比⿱⿱一𫝀口
U+23B18	𣬘	ruí;null;null;null;null	⿰⿳比罒比⿱⿱八人⿻一⿰丿丨
U+23B19	𣬙	jìng;null;null;null;null	⿰⿱⿱⿱⿱⿱丶一[GTK]丷一口比⿱⿱⿱⿱丶一[GTK]丷一⿱口⿰丿乚,⿱竝⿰⿱口比⿱口⿰丿乚
U+23B1A	𣬚	pò;paak3;null;null;null	⿱㲋⿰⿷⿱𠂊⑤[GTK]丶[GTJV]⿷⿱𠂊⑤[GTK]丶[GTJV]
U+23B1B	𣬛	sān;null;null;null;null	⿻丿⿻⿱一一乚[X]
U+23B20	𣬠	jī;null;null;null;null	⿺⿱丿⿻⿱一一乚几
U+23B29	𣬩	fēn;null;null;null;null	⿰⿱八⿹𠃌丿⿱丿⿻⿱一一乚
U+23B2A	𣬪	bèi;null;null;null;null	⿰⿻一巾⿱丿⿻⿱一一乚
U+23B2B	𣬫	jiè;null;null;null;null	⿺⿱丿⿻⿱一一乚⿱人⿰丿丨
U+23B2C	𣬬	sā;null;null;null;null	⿺⿱丿⿻⿱一一乚及
U+23B2E	𣬮	pī;null;null;null;null	⿰⿷匚⿰丿乚[GJK]⿱丿⿻⿱一一乚
U+23B34	𣬴	dì;null;null;null;null	⿺⿱丿⿻⿱一一乚欠
U+23B35	𣬵	máo;null;null;null;null	⿰⿱亠⿰丿𠃌⿱丿⿻⿱一一乚
U+23B36	𣬶	ba;null;null;null;null	⿺⿱丿⿻⿱一一乚巴
U+23B37	𣬷	ba;null;null;null;null	⿱巴⿱丿⿻⿱一一乚
U+23B38	𣬸	tiáo;null;null;null;null	⿰⿱⿹𠃌丿口⿱丿⿻⿱一一乚
U+23B39	𣬹	líng;null;null;null;null	⿰⿱⿱人丶龴[G]⿱丿⿻⿱一一乚
U+23B3A	𣬺	shēng;null;null;null;null	⿰生⿱丿⿻⿱一一乚
U+23B3B	𣬻	zhěn;null;null;null;null	⿱⿱乛⿲㇇亅⿺乀丿⿱丿⿻⿱一一乚
U+23B3C	𣬼	pī;null;null;null;null	⿺⿱丿⿻⿱一一乚皮
U+23B3D	𣬽	wù;null;null;null;null	⿺⿱丿⿻⿱一一乚戊
U+23B3F	𣬿	zè;null;null;null;null	⿺⿱丿⿻⿱一一乚乍
U+23B40	𣭀	bào;null;null;null;null	⿰⿹勹巳[GTKV]⿱丿⿻⿱一一乚
U+23B43	𣭃	null;null;null;null;sù	⿰⿴囗人⿱丿⿻⿱一一乚
U+23B47	𣭇	lǚ;null;null;null;null	⿺⿱丿⿻⿱一一乚母
U+23B56	𣭖	hāo;null;null;null;null	⿰⿱口⿱一㇉⿱丿⿻⿱一一乚
U+23B57	𣭗	dǒu;null;null;null;null	⿺⿱丿⿻⿱一一乚⿱口又
U+23B58	𣭘	fú;null;null;null;null	⿰⿻弓⿰丿丨⿱丿⿻⿱一一乚
U+23B59	𣭙	ní;null;null;null;null	⿺⿱丿⿻⿱一一乚⿸尸⿺乚丿[GJ]
U+23B5A	𣭚	null;bou6;null;null;null	⿺⿱丿⿻⿱一一乚⿹勹巳[GTKV]
U+23B5B	𣭛	null;null;null;null;bờm	⿺⿱丿⿻⿱一一乚⿱丿⿱丶②
U+23B5D	𣭝	gé;null;null;null;null	⿺⿱丿⿻⿱一一乚⿱⿱人一口
U+23B60	𣭠	rú;null;null;null;null	⿱⿰女口⿱丿⿻⿱一一乚
U+23B61	𣭡	xiǎn;null;null;null;null	⿰⿱𠂒⿰丿乚⿱丿⿻⿱一一乚
U+23B64	𣭤	bì;null;null;null;null	⿺⿱丿⿻⿱一一乚⿱比十
U+23B6E	𣭮	máo;null;null;null;null	⿱⿱丷⿻⿱一一人⿱丿⿻⿱一一乚
U+23B6F	𣭯	null;null;null;null;ria	⿺⿱丿⿻⿱一一乚⿻⿻一人弓
U+23B70	𣭰	null;null;null;null;mào	⿰⿱厶牛⿱丿⿻⿱一一乚
U+23B72	𣭲	rǒng;null;null;null;null	⿰⿱龴⿵冂⿻⿱一一丨⿱丿⿻⿱一一乚
